1.061564242361706192e+03,1.365451939991591098e+04
9.692223298830448357e+02,1.367899651612054004e+04
8.888750433149992887e+02,1.371862777916939012e+04
8.247000835029779182e+02,1.377036295768636955e+04
7.696856289480103896e+02,1.383247430643250118e+04
7.497653406374629412e+02,1.389834278235904640e+04
7.343113411202466523e+02,1.396712600734579792e+04
7.961199921075962038e+02,1.402425162181060477e+04
8.644568900481327773e+02,1.406848834567930680e+04
8.276466434017846723e+02,1.411966777921348694e+04
7.962386585051929160e+02,1.417677101223778300e+04
7.746467598753798711e+02,1.423794665164265280e+04
7.574191481230112686e+02,1.430237155769263154e+04
8.711539224863172421e+02,1.434534516718219675e+04
1.000678599081828111e+03,1.436388937708754747e+04
1.009124448267429443e+03,1.438084063165800762e+04
1.018549630967072744e+03,1.439601422068722786e+04
1.010567577158596805e+03,1.441269328949926239e+04
1.004011809852317924e+03,1.443060882894620227e+04
1.016945867262280785e+03,1.444608490075640839e+04
1.030722183115566622e+03,1.445896264818840427e+04
1.082237009401806745e+03,1.446212428353321593e+04
1.134905817504759625e+03,1.445535215650478131e+04
9.771691139221107960e+02,1.447833044508982312e+04
8.464444415886513298e+02,1.452596446214213393e+04
7.850756859552366222e+02,1.458517312190161465e+04
7.326875600525609116e+02,1.465426260510558132e+04
7.199205706658311783e+02,1.472576004556845874e+04
7.110984178015677344e+02,1.479892141527770582e+04
6.795042777134257221e+02,1.487804169484892009e+04
6.535714003384900934e+02,1.496205312443426737e+04
7.928944000200488063e+02,1.501978711160513740e+04
9.599362656646703726e+02,1.504601565448241672e+04
1.061800967130969411e+03,1.505303169236793656e+04
1.171456603909352907e+03,1.503936579197009632e+04
1.214823407637944001e+03,1.501752056231375173e+04
1.256649436783288820e+03,1.498778660592308916e+04
1.396871741180227900e+03,1.493160559098906015e+04
1.542192508403769352e+03,1.484801590626560392e+04
1.660282261898632896e+03,1.474215354076227777e+04
1.771126974920806788e+03,1.461538496759728332e+04
1.785554959238785614e+03,1.448589516012108834e+04
1.784193971018371030e+03,1.435666204600974015e+04
1.798797134824943669e+03,1.422467465732152050e+04
1.796905765249947081e+03,1.409304399620308504e+04
1.716927030339574685e+03,1.397649797011112423e+04
1.629571156708727358e+03,1.387642796695972356e+04
1.556857962456448831e+03,1.379007225921614736e+04
1.480435790807500098e+03,1.371813038995784700e+04
1.335925520383051889e+03,1.367344432424999104e+04
1.205420704375534797e+03,1.365337252033155892e+04
1.130355001423248723e+03,1.364745871395222093e+04
1.061564242383843293e+03,1.365451940003599157e+04
9.692223299109178924e+02,1.367899651623536738e+04
8.888750433470324879e+02,1.371862777927817478e+04
8.247000835381502384e+02,1.377036295778852036e+04
7.696856289853901671e+02,1.383247430652760340e+04
7.497653406777830014e+02,1.389834278244654161e+04
7.343113411630350811e+02,1.396712600742522409e+04
7.961199921569859725e+02,1.402425162188071226e+04
8.644568901043450069e+02,1.406848834573881686e+04
8.276466434573845845e+02,1.411966777926250870e+04
7.962386585597598696e+02,1.417677101227651110e+04
7.746467599289272812e+02,1.423794665167128187e+04
7.574191481752745858e+02,1.430237155771140169e+04
8.711539225457341900e+02,1.434534516718976192e+04
1.000678599148543640e+03,1.436388937708253070e+04
1.009124448332347697e+03,1.438084063164074360e+04
1.018549631029445663e+03,1.439601422065820225e+04
1.010567577216648033e+03,1.441269328945928828e+04
1.004011809905561222e+03,1.443060882889618733e+04
1.016945867311173060e+03,1.444608490069717482e+04
1.030722183159535007e+03,1.445896264812087611e+04
1.082237009441684677e+03,1.446212428345816625e+04
1.134905817539610780e+03,1.445535215642315961e+04
9.771691139458661155e+02,1.447833044500371943e+04
8.464444416037283645e+02,1.452596446205318716e+04
7.850756859641378469e+02,1.458517312181098714e+04
7.326875600562029831e+02,1.465426260501426805e+04
7.199205706649510148e+02,1.472576004547730918e+04
7.110984177964548962e+02,1.479892141518752214e+04
6.795042777046699030e+02,1.487804169476038442e+04
6.535714003265483143e+02,1.496205312434798543e+04
7.928944000015605980e+02,1.501978711152234246e+04
9.599362656378258407e+02,1.504601565440468403e+04
1.061800967096846080e+03,1.505303169229664127e+04
1.171456603867452941e+03,1.503936579190670273e+04
1.214823407590829220e+03,1.501752056225924389e+04
1.256649436731589731e+03,1.498778660587833292e+04
1.396871741120437946e+03,1.493160559095557801e+04
1.542192508336385117e+03,1.484801590624482924e+04
1.660282261826012018e+03,1.474215354075520190e+04
1.771126974844836695e+03,1.461538496760453381e+04
1.785554959165353239e+03,1.448589516014218862e+04
1.784193970949716913e+03,1.435666204604378800e+04
1.798797134761942289e+03,1.422467465736744816e+04
1.796905765194528158e+03,1.409304399625946462e+04
1.716927030294873248e+03,1.397649797017593482e+04
1.629571156674902568e+03,1.387642796703091335e+04
1.556857962432850400e+03,1.379007225929178458e+04
1.480435790793609840e+03,1.371813039003610720e+04
1.335925520378286137e+03,1.367344432432915164e+04
1.205420704378132768e+03,1.365337252041022657e+04
1.130355001431929395e+03,1.364745871402925150e+04
1.061564242397563021e+03,1.365451940011043371e+04
9.692223299281938580e+02,1.367899651630655171e+04
8.888750433668876667e+02,1.371862777934561382e+04
8.247000835599517359e+02,1.377036295785184666e+04
7.696856290085602268e+02,1.383247430658656049e+04
7.497653407027761432e+02,1.389834278250078387e+04
7.343113411895585614e+02,1.396712600747446231e+04
7.961199921876017243e+02,1.402425162192417883e+04
8.644568901391903637e+02,1.406848834577570960e+04
8.276466434918506820e+02,1.411966777929290038e+04
7.962386585935855692e+02,1.417677101230052176e+04
7.746467599621211093e+02,1.423794665168902975e+04
7.574191482076723787e+02,1.430237155772304141e+04
8.711539225825666790e+02,1.434534516719445492e+04
1.000678599189900638e+03,1.436388937707942387e+04
1.009124448372590791e+03,1.438084063163004794e+04
1.018549631068111353e+03,1.439601422064021426e+04
1.010567577252634919e+03,1.441269328943451183e+04
1.004011809938568035e+03,1.443060882886518448e+04
1.016945867341482881e+03,1.444608490066045488e+04
1.030722183186792563e+03,1.445896264807901571e+04
1.082237009466406789e+03,1.446212428341164195e+04
1.134905817561217191e+03,1.445535215637256078e+04
9.771691139605932221e+02,1.447833044495034301e+04
8.464444416130756963e+02,1.452596446199804632e+04
