8.093191344226106594e+02,3.192672783887162495e+03
1.097384719849078238e+03,3.192867583712406486e+03
1.474539933629277812e+03,3.147578156116014725e+03
1.939763725160530839e+03,3.046183592059028342e+03
2.451740633057385367e+03,2.883045551410525604e+03
3.342693971210700056e+03,2.612460171380291285e+03
4.103574073738047446e+03,2.250114045748592616e+03
4.056254282466339191e+03,1.893474600202724332e+03
3.392676773879747543e+03,1.616861385793685713e+03
2.284622184444086997e+03,1.473877523704432633e+03
1.423092353239996555e+03,1.434792579994833204e+03
8.226615585125562120e+02,1.468118489484394786e+03
4.943363037078490265e+02,1.541039822852960924e+03
3.376566955531181975e+02,1.632856429756830039e+03
2.467599963055998558e+02,1.735635011967925038e+03
1.998705464504922702e+02,1.844068375878864117e+03
1.727816760651181482e+02,1.955768607901884025e+03
1.569655241252285691e+02,2.069376238856390955e+03
1.510594837876852239e+02,2.183696127449289179e+03
1.551520904146019291e+02,2.297522455185106537e+03
1.672724859745346180e+02,2.409887085434198070e+03
2.113074196695962428e+02,2.516941183399755573e+03
2.764842244909757483e+02,2.616135078178943331e+03
3.366652677463525833e+02,2.708071249458929742e+03
4.214153574863105405e+02,2.789786715271000048e+03
5.330592342188203929e+02,2.858038134202642595e+03
6.854262569758473091e+02,2.907914369492579226e+03
8.869269358107970902e+02,2.933489992284330583e+03
1.148539791881279143e+03,2.927515584194451549e+03
1.600083421092036588e+03,2.867085842142831098e+03
2.162880590339532318e+03,2.738783793139028148e+03
2.808742682894315294e+03,2.532591959697841958e+03
3.354395237128862846e+03,2.260595428447376435e+03
3.317678383212989957e+03,1.993026882473788191e+03
2.904887609798629001e+03,1.775240147090451501e+03
1.912499634148295172e+03,1.677133582431949890e+03
1.206619819175450175e+03,1.664154829516435029e+03
7.608074360388221749e+02,1.704940232792023153e+03
4.979524583153412323e+02,1.777425464543670387e+03
3.186997714236723596e+02,1.871528241747761967e+03
2.173314836033306392e+02,1.977855848645575406e+03
1.649668131530948187e+02,2.090498538810421451e+03
1.332281146267579572e+02,2.206968857837584892e+03
1.112742674421070461e+02,2.326086770591793083e+03
9.832964131681102060e+01,2.446765781528019488e+03
1.016796560481609788e+02,2.567040786828531054e+03
1.100429826896648393e+02,2.686307190266825273e+03
1.382720526877720886e+02,2.802169219609833817e+03
1.797710803731465603e+02,2.913026542285527739e+03
2.713007572981055660e+02,3.012845553706402825e+03
4.178435503024219315e+02,3.094991772917398521e+03
5.787099226160860326e+02,3.157737802510248912e+03
8.093191344226042929e+02,3.192672783887166133e+03
1.097384719849071189e+03,3.192867583712411033e+03
1.474539933629270763e+03,3.147578156116020182e+03
1.939763725160524928e+03,3.046183592059034254e+03
2.451740633057382638e+03,2.883045551410531516e+03
3.342693971210702784e+03,2.612460171380297652e+03
4.103574073738061088e+03,2.250114045748596709e+03
4.056254282466359655e+03,1.893474600202726151e+03
3.392676773879767552e+03,1.616861385793685486e+03
2.284622184444099730e+03,1.473877523704430814e+03
1.423092353240002694e+03,1.434792579994830930e+03
8.226615585125582584e+02,1.468118489484392057e+03
4.943363037078493676e+02,1.541039822852958423e+03
3.376566955531178564e+02,1.632856429756827310e+03
2.467599963055992305e+02,1.735635011967922537e+03
1.998705464504915028e+02,1.844068375878861843e+03
1.727816760651172956e+02,1.955768607901881978e+03
1.569655241252276880e+02,2.069376238856389136e+03
1.510594837876842860e+02,2.183696127449287360e+03
1.551520904146008775e+02,2.297522455185105173e+03
1.672724859745334243e+02,2.409887085434196706e+03
2.113074196695946796e+02,2.516941183399754209e+03
2.764842244909737019e+02,2.616135078178941967e+03
3.366652677463500254e+02,2.708071249458928833e+03
